40.742608746,-73.986995478,0,http://distilleryimage8.s3.amazonaws.com/9b2268f4bc9e11e2b0d822000ae80177_7.jpg
40.742693208,-73.98663291,0,http://distilleryimage6.s3.amazonaws.com/cef2c93ebc9a11e2b47222000a1f9e47_7.jpg
40.743166667,-73.988333333,0,http://distilleryimage0.s3.amazonaws.com/c173222ebc9811e2b84422000a1fa53a_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage3.s3.amazonaws.com/89bc44ecbc8811e2bdce22000aaa0927_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage3.s3.amazonaws.com/3ef14046bc8511e2984822000a1f9707_7.jpg
40.742666667,-73.988166667,0,http://distilleryimage5.s3.amazonaws.com/3ff42186bc6011e2876222000a9f0a1b_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage11.s3.amazonaws.com/1243fccebc4d11e2852722000a1fbd42_7.jpg
40.742046672,-73.988491819,0,http://distilleryimage3.s3.amazonaws.com/0732820abc1211e28cc022000a1fb854_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage2.s3.amazonaws.com/be5bac9cbc1011e2831222000a9e08e7_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage11.s3.amazonaws.com/8c1323b4bc1011e2a46f22000a1de414_7.jpg
40.742666667,-73.988666667,0,http://distilleryimage1.s3.amazonaws.com/ff5b4510bc0411e2aaa822000a1fb0dd_7.jpg
40.7420133,-73.9873469,2,http://distilleryimage9.s3.amazonaws.com/8d35f2f2bc0211e2ad6922000a1fa410_7.jpg
40.7421728,-73.9875066,2,http://distilleryimage10.s3.amazonaws.com/b5fb8018bc0111e2b7a722000a9e5154_7.jpg
40.742409084,-73.988567439,0,http://distilleryimage10.s3.amazonaws.com/2af99bf8bc0111e29ad022000a1f9a79_7.jpg
40.742333333,-73.988666667,0,http://distilleryimage4.s3.amazonaws.com/731c9242bc0011e2919b22000a9f1988_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage11.s3.amazonaws.com/321298e6bbfb11e2844822000a1f92ea_7.jpg
40.74229048,-73.98831595,0,http://distilleryimage0.s3.amazonaws.com/939ecb2abbf611e28eb922000a1fbc88_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage4.s3.amazonaws.com/6bc6c260bbf611e2845f22000a9f3c3e_7.jpg
40.7420474,-73.9870814,2,http://distilleryimage3.s3.amazonaws.com/da2470a0bbf011e2979522000a9f309d_7.jpg
40.742833333,-73.988666667,0,http://distilleryimage2.s3.amazonaws.com/40e0a6f2bbeb11e285d522000a9f3c76_7.jpg
40.741666667,-73.988666667,0,http://distilleryimage4.s3.amazonaws.com/a2a89b84bbea11e29e3522000a1fbc06_7.jpg
40.743,-73.988,0,http://distilleryimage9.s3.amazonaws.com/09482576bbe111e28d1322000a1fb079_7.jpg
40.74224766,-73.9880338,0,http://distilleryimage0.s3.amazonaws.com/b03f716ebbe011e2930822000a1fab4e_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage1.s3.amazonaws.com/ae8c9154bbd511e2ab9622000a9f1423_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage0.s3.amazonaws.com/2a1881b8bbd411e2800122000a1fbf61_7.jpg
40.743030203,-73.988413811,0,http://distilleryimage7.s3.amazonaws.com/ea7e5eeebbd111e2881122000a9f12f2_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage2.s3.amazonaws.com/0a5ecbeebbc911e2a1c022000a1fb718_7.jpg
40.7415,-73.988666667,0,http://distilleryimage5.s3.amazonaws.com/9929c190bb9611e2901022000a9e13ab_7.jpg
40.741160589,-73.988113403,0,http://distilleryimage3.s3.amazonaws.com/3f5665c4bb4b11e2af4222000aa8012b_7.jpg
40.742188308,-73.987924189,0,http://distilleryimage8.s3.amazonaws.com/92216cf0bb4a11e2bdf822000a1fa51c_7.jpg
